time,yaw,pitch,roll
2023-04-27 13:38:17.9090,163.458,35.966,43.398
2023-04-27 13:38:18.0090,154.333,32.908,53.385
2023-04-27 13:38:18.1090,145.953,30.896,63.275
2023-04-27 13:38:18.2090,134.938,28.048,77.947
2023-04-27 13:38:18.3090,124.397,20.357,89.568
2023-04-27 13:38:18.4090,121.743,21.021,98.024
2023-04-27 13:38:18.5090,121.405,38.004,110.303
2023-04-27 13:38:18.6090,106.834,65.177,138.836
2023-04-27 13:38:18.7090,1.19,75.729,-94.929
2023-04-27 13:38:18.8090,27.194,61.404,-83.648
2023-04-27 13:38:18.9080,106.803,45.143,-146.068
2023-04-27 13:38:19.0080,129.713,19.355,-168.247
2023-04-27 13:38:19.1080,130.85,11.011,-161.99
2023-04-27 13:38:19.2070,119.637,3.13,-157.426
2023-04-27 13:38:19.3080,124.728,4.784,-162.635
2023-04-27 13:38:19.4070,130.84,7.161,-167.72
2023-04-27 13:38:19.5070,132.607,6.635,-169.75
2023-04-27 13:38:19.6070,127.061,9.689,-153.379
2023-04-27 13:38:19.7060,120.217,19.328,-144.912
2023-04-27 13:38:19.8060,118.501,32.308,-152.827
2023-04-27 13:38:19.9060,123.921,46.489,177.348
2023-04-27 13:38:20.0060,151.874,58.934,138.583
2023-04-27 13:38:20.1060,157.65,61.068,129.254
2023-04-27 13:38:20.2060,160.789,58.519,125.811
2023-04-27 13:38:20.3050,164.217,59.082,125.8
2023-04-27 13:38:20.4050,169.58,62.045,121.894
2023-04-27 13:38:20.5050,173.659,65.662,119.49
2023-04-27 13:38:20.6030,176.647,63.629,116.545
2023-04-27 13:38:20.7020,174.155,63.011,121.343
2023-04-27 13:38:20.8010,154.047,64.355,152.941
2023-04-27 13:38:20.9010,98.235,54.091,-125.38
2023-04-27 13:38:21.0030,85.159,54.087,-108.248
2023-04-27 13:38:21.1020,102.331,58.609,-117.594
2023-04-27 13:38:21.2020,129.292,57.246,-140.852
2023-04-27 13:38:21.3000,134.639,57.452,-145.191
2023-04-27 13:38:21.4020,121.031,63.937,-135.759
2023-04-27 13:38:21.5010,109.999,69.206,-138.132
2023-04-27 13:38:21.6010,88.613,74.872,-129.43
2023-04-27 13:38:21.7010,-21.825,84.094,-52.05
2023-04-27 13:38:21.8000,-82.726,61.726,-4.589
2023-04-27 13:38:21.9010,-76.458,69.419,-1.619
2023-04-27 13:38:22.0010,-45.051,88.795,-26.6
2023-04-27 13:38:22.1000,95.54,64.357,-155.531
2023-04-27 13:38:22.2000,93.822,45.257,-143.284
2023-04-27 13:38:22.3000,94.441,28.5,-139.602
2023-04-27 13:38:22.3990,91.93,18.867,-145.892
2023-04-27 13:38:22.4990,85.307,29.061,-147.402
2023-04-27 13:38:22.5990,82.377,53.474,-150.537
2023-04-27 13:38:22.6970,50.37,66.709,-116.767
2023-04-27 13:38:22.7970,67.203,37.906,-149.213
2023-04-27 13:38:22.8970,69.924,38.287,-166.605
2023-04-27 13:38:22.9970,101.744,68.044,154.151
2023-04-27 13:38:23.0970,-158.672,60.374,51.937
2023-04-27 13:38:23.1970,-126.06,37.628,22.717
2023-04-27 13:38:23.2960,-102.052,51.867,15.216
2023-04-27 13:38:23.3960,-118.45,68.268,34.774
2023-04-27 13:38:23.4960,-150.798,75.734,65.019
2023-04-27 13:38:23.5960,130.843,76.097,132.898
2023-04-27 13:38:23.6960,78.012,69.302,167.036
2023-04-27 13:38:23.7960,45.331,68.788,-174.004
2023-04-27 13:38:23.8960,53.872,80.058,173.425
2023-04-27 13:38:23.9970,-162.051,76.615,28.987
2023-04-27 13:38:24.0980,-140.927,56.074,11.041
2023-04-27 13:38:24.1970,-139.274,48.726,18.111
2023-04-27 13:38:24.2960,-158.583,61.974,38.605
2023-04-27 13:38:24.3970,-158.979,76.13,43.4
2023-04-27 13:38:24.4960,-158.152,72.817,46.492
2023-04-27 13:38:24.5960,-166.74,66.627,57.213
2023-04-27 13:38:24.6950,-162.802,61.087,54.194
2023-04-27 13:38:24.7950,-144.865,65.05,45.107
2023-04-27 13:38:24.8950,148.035,81.815,120.168
2023-04-27 13:38:24.9970,127.903,81.487,147.822
2023-04-27 13:38:25.0970,153.451,80.822,122.375
2023-04-27 13:38:25.1970,-143.35,78.659,57.758
2023-04-27 13:38:25.2960,-131.106,66.039,46.884
2023-04-27 13:38:25.3960,-139.771,68.826,63.702
2023-04-27 13:38:25.4960,142.54,70.016,152.561
2023-04-27 13:38:25.5950,141.724,70.974,149.428
2023-04-27 13:38:25.6950,159.128,77.898,125.072
2023-04-27 13:38:25.7950,-169.156,80.014,84.199
2023-04-27 13:38:25.8950,-127.503,77.532,35.737
2023-04-27 13:38:25.9950,-111.052,72.984,14.959
2023-04-27 13:38:26.0950,-89.91,79.206,-4.888
2023-04-27 13:38:26.1940,-92.572,76.924,-2.533
2023-04-27 13:38:26.2940,-96.733,87.41,3.862
2023-04-27 13:38:26.3940,70.606,77.275,-165.708
2023-04-27 13:38:26.4940,45.562,68.846,-148.445
2023-04-27 13:38:26.5940,49.259,76.158,-159.127
2023-04-27 13:38:26.6940,166.01,80.75,72.406
2023-04-27 13:38:26.7940,158.456,73.096,71.228
2023-04-27 13:38:26.8940,59.03,53.856,-168.466
2023-04-27 13:38:26.9940,55.594,-5.273,-158.254
2023-04-27 13:38:27.0930,55.256,-25.591,-147.037
2023-04-27 13:38:27.1930,56.997,-28.129,-149.145
2023-04-27 13:38:27.2930,50.454,-5.517,-169.032
2023-04-27 13:38:27.3930,59.005,41.835,154.756
2023-04-27 13:38:27.4930,126.72,66.329,93.065
2023-04-27 13:38:27.5930,162.475,55.116,68.39
2023-04-27 13:38:27.6930,146.678,61.304,81.945
2023-04-27 13:38:27.7920,83.34,75.912,151.736
2023-04-27 13:38:27.8930,3.726,50.473,-103.928
2023-04-27 13:38:27.9930,-2.746,27.001,-64.04
2023-04-27 13:38:28.0920,-3.017,20.183,-32.179
2023-04-27 13:38:28.1920,-1.029,21.253,-12.196
2023-04-27 13:38:28.2920,1.98,15.032,-6.332
2023-04-27 13:38:28.3920,5.92,12.804,-1.107
2023-04-27 13:38:28.4920,12.561,13.741,-8.919
2023-04-27 13:38:28.5910,12.73,12.607,-11.148
2023-04-27 13:38:28.6920,11.855,11.893,-7.33
2023-04-27 13:38:28.7910,11.667,12.69,-6.138
2023-04-27 13:38:28.8910,11.738,13.676,-5.811
2023-04-27 13:38:28.9910,12.216,14.06,-5.435
2023-04-27 13:38:29.0910,12.433,14.001,-5.34
2023-04-27 13:38:29.1910,12.677,13.228,-3.38
