timestamp,latitude,longitude
1681712878.000298,45.424459307242394,11.948529648993812
1681712879.0002992,45.42447562995811,11.948530602707317
1681712880.0003,45.42448473930135,11.948537374214299
1681712881.0003014,45.42448860088058,11.94853675988783
1681712882.000302,45.42449992477229,11.948540138222583
1681712883.0003047,45.42451860104132,11.948554035133236
1681712884.0003054,45.424526867055015,11.948561510683327
1681712885.0003066,45.42453584741187,11.948568748748281
1681712886.0003076,45.424546153664,11.948576940407891
1681712887.0001857,45.42455557086009,11.94858371786356
1681712888.0001845,45.424564992077805,11.948593276970346
1681712889.0001864,45.424573101407304,11.948597755253877
1681712890.000187,45.424583376338504,11.94860275325957
1681712891.0001857,45.42459575110588,11.948611579888926
1681712892.0001884,45.42460125394231,11.948618933411261
1681712893.0001838,45.42461036616702,11.948627729450918
1681712894.0001798,45.4246141960112,11.948634950021782
1681712895.0001774,45.42462769690383,11.948643030517596
1681712896.0001745,45.42463634922878,11.94865148402686
1681712897.0001717,45.424642692539344,11.948661867122645
1681712898.0001721,45.424639542794274,11.948673258183382
1681712899.0001674,45.42464144974782,11.948694170195045
1681712900.00016,45.42463710996243,11.948704523182888
1681712901.0001554,45.424633241300434,11.94871885109497
1681712902.000149,45.42463171212005,11.948730999253064
1681712903.0001428,45.42462757209389,11.948741716077887
1681712904.0001376,45.42462344408532,11.948758901128187
1681712905.0001311,45.42462053383281,11.948770215230553
1681712906.0001268,45.42461627307646,11.948789950208615
1681712910.0001097,45.42458248628858,11.948842758150883
1681712920.0001097,45.42458248628858,11.948842758150883
1681712921.5819411,45.42451532577695,11.948890830832413
1681712922.6251001,45.42453520817548,11.947907951560728
1681712925.7994075,45.42442637628874,11.948892896903043
1681712926.7994065,45.42441402657367,11.94884248615618
1681712927.7994056,45.42440193302788,11.9488378152225
1681712928.7994056,45.42438336984245,11.948840179562492
1681712929.7993965,45.42438362067814,11.948820104145804
1681712930.7993937,45.424382045427336,11.948800569779413
1681712931.7993932,45.42438155352342,11.948793692337588
1681712933.0003934,45.42436834158825,11.948788742241332
1681712934.0003924,45.424357318814444,11.948784780547134
1681712935.0003924,45.424349122397146,11.948778529951523
1681712936.0003939,45.42434067885588,11.94877406108689
1681712937.0003924,45.42433394146618,11.948768586964176
1681712938.000391,45.42432663895414,11.948758249751071
1681712939.0003958,45.42432031530165,11.94875002956
1681712940.0003986,45.424312699051036,11.948736739655027
1681712941.0003986,45.42430569296914,11.948723307502199
1681712942.000401,45.42430031025815,11.948709106879356
1681712943.000404,45.42429883486913,11.948698689387946
1681712944.0004082,45.42429974697605,11.94868228966753
1681712945.0004077,45.42429995800943,11.948663939863852
1681712946.0004072,45.424299807753755,11.948648003664891
1681712947.0004063,45.42430391794953,11.948628965298965
1681712948.0004063,45.42431267366048,11.948610355850834
1681712949.0004058,45.4243210037092,11.948595725281528
1681712950.0004058,45.424333381222326,11.94858738533865
1681712951.0004053,45.424339180391655,11.948574545396292
1681712952.0004053,45.42434170984397,11.948569094525194
1681712953.0004048,45.42434807501281,11.948561256596124
1681712954.0004046,45.424357057093886,11.94855356029178
1681712955.0004048,45.42436566553974,11.948546016273836
1681712956.0004048,45.42438715054775,11.948543463223505
1681712957.0004053,45.424402301997176,11.948542254811338
1681712958.0004048,45.42440492644887,11.948532344874787
1681712959.0004058,45.42441452224329,11.948524492031723
1681712960.0004058,45.424423950801675,11.948521682110943
1681712961.0004053,45.42443053775291,11.94851514829137
1681712962.0004063,45.42442896452397,11.948503586402078
1681712963.0004065,45.42442423034426,11.94849661098458
1681712964.000406,45.42441956925915,11.948485776434255
1681712965.0004063,45.42441921343793,11.948466765788028
1681712966.000407,45.42442575868211,11.94844596797371
1681712967.0004082,45.42442903604258,11.94843476084065
1681712968.0004077,45.42443445556509,11.948418935123161
1681712969.0004084,45.42444172109125,11.948412096501166
1681712970.0004082,45.42444548387671,11.948399549067888
1681712971.000409,45.424453011165575,11.948384703423153
1681712972.0004094,45.424455974832675,11.948367722913373
1681712973.0004103,45.4244524904083,11.948351295988786
1681712974.000411,45.424446516500474,11.948342780201743
1681712975.0004115,45.42444806471042,11.948326997129907
1681712976.000412,45.42445049843271,11.948318419735537
1681712977.000412,45.42445114501776,11.948317069223688
1681712978.0004125,45.42445003406397,11.948318914606432
1681712979.000413,45.42445048376142,11.948320064960148
1681712980.0004134,45.42445091900553,11.94831967484784
1681712981.0004144,45.42445183873544,11.948319415301974
1681712982.0004146,45.42444896945751,11.948307283920888
1681712983.0004156,45.42444930616134,11.94828913412452
1681712984.0004172,45.42444517160946,11.948272105960422
1681712985.0004168,45.424439209779564,11.948254663120595
1681712986.0004172,45.424435975250795,11.948243506730204
1681712987.0004182,45.42443386050945,11.948237774746849
1681712988.0004187,45.42442558411015,11.948224286063153
1681712989.0004191,45.42441789720465,11.948212178311627
1681712990.00042,45.42441603066253,11.94820653759172
1681712991.0004206,45.42441588417552,11.948200715794389
1681712992.0004206,45.42441324554959,11.948190093111453
1681712993.000422,45.42440377421995,11.948185971623964
1681712994.0004222,45.42439090011436,11.948199773648247
1681712995.0004225,45.424388121957875,11.94820882300608
1681712996.0004237,45.42439642374384,11.948206374148437
1681712997.0004246,45.4244028613318,11.948200182103767
1681712998.0004244,45.42439649893123,11.948200403470043
1681712999.0004258,45.42439837119908,11.948199770090904
1681713000.000426,45.4243998955853,11.948202712348955
1681713001.0004265,45.4244006311895,11.94820195481693
1681713002.0004275,45.424397812614586,11.948203579883875
1681713003.0004282,45.42439116685638,11.948200926650888
1681713004.0004292,45.42438442567595,11.948205335340614
1681713005.0004296,45.424373589188335,11.948209617873095
1681713006.00043,45.424365228041566,11.948210249095169
1681713007.0004306,45.42435596914787,11.948210971126084
1681713008.0004315,45.42434620011821,11.948214500608378
1681713009.000432,45.42433780233,11.948217943313681
1681713010.0004325,45.424327522639295,11.94822162759234
1681713011.000434,45.424318392555705,11.94822844711172
1681713012.000434,45.42430524032113,11.948238014830473
1681713013.0004354,45.42429544919817,11.948239977272298
1681713014.0004349,45.42428218828114,11.948241307940648
1681713015.000436,45.42426644586747,11.94824006205269
1681713016.0004375,45.42425265411325,11.948234596689183
1681713017.0004373,45.424241545021,11.948230804275491
