timestamp,latitude,longitude
1681712787.0002685,45.423881252557244,11.947712928505657
1681712788.000267,45.42389386667388,11.94774463235546
1681712789.0002604,45.42388701844627,11.947760808503283
1681712790.0002575,45.4238882064795,11.947774220141742
1681712791.000254,45.42388853836809,11.947785264101961
1681712792.000251,45.42389303126656,11.947798357532127
1681712793.0002484,45.42389411485188,11.947820110898522
1681712794.0002465,45.423897047511154,11.947838204705002
1681712795.000245,45.42390096689333,11.947855066266172
1681712796.000245,45.42389576413691,11.947866831425975
1681712797.0002408,45.42389851958433,11.947885813069192
1681712798.0002398,45.42389542656076,11.947898734511034
1681712799.000238,45.42389828227291,11.947916689512855
1681712800.000237,45.42389934658598,11.947937392272754
1681712801.000236,45.42390262238032,11.947957672922122
1681712802.0002353,45.42390198815372,11.947972507145124
1681712803.0002372,45.4239020526764,11.947984232369116
1681712804.0002337,45.42389839157711,11.948000064557128
1681712805.0002337,45.42389544822306,11.948019031710444
1681712806.0002332,45.423885025019274,11.94803522434242
1681712807.0002332,45.423884248286555,11.9480523011965
1681712808.000232,45.42387987249454,11.948057101474134
1681712809.0002325,45.42387262898097,11.948068843906766
1681712810.0002332,45.423873351512334,11.948081075213459
1681712811.0002322,45.423870343755446,11.948097706148875
1681712812.0002327,45.42386782731136,11.948105396027014
1681712813.0002337,45.42387375548185,11.94811778763346
1681712814.0002327,45.42389076767445,11.948138273468553
1681712815.0002332,45.42390851168548,11.948156428162337
1681712816.0002363,45.423923957221646,11.948165786244179
1681712817.0002341,45.423935231146224,11.948179500907042
1681712818.0002341,45.42395024275135,11.948188318223542
1681712819.000235,45.423964772652546,11.948195707885732
1681712820.000236,45.42397668288552,11.94820468426215
1681712821.000237,45.42398737832062,11.948223921210847
1681712822.000237,45.423998994654795,11.94822630908944
1681712823.0002375,45.42400247722449,11.948238495656435
1681712824.000238,45.42401093709735,11.948245711664724
1681712825.0002394,45.424024428479896,11.94825748908195
1681712826.0002396,45.42403838910296,11.948262911337961
1681712827.000242,45.424051453441706,11.948261491241905
1681712828.0002413,45.424067998894984,11.94826797719651
1681712829.0002422,45.424078249760726,11.948270880974308
1681712830.0002465,45.42407880581954,11.948266858758293
1681712831.0002441,45.42408411749912,11.948270195096011
1681712832.000245,45.42409853428311,11.948279049923126
1681712833.0002458,45.42410703549031,11.948281000686762
1681712834.000247,45.424116987251516,11.948287449694602
1681712835.0002475,45.42411497595119,11.948294979006711
1681712836.0002494,45.42412080119468,11.948295734801661
1681712837.0002503,45.424135981859564,11.948314317433889
1681712838.0002508,45.424151269831896,11.948324929516186
1681712839.0002518,45.42416307757908,11.948328381777367
1681712840.0002532,45.4241755864743,11.948331966238296
1681712841.0002546,45.4241838416122,11.948336601577155
1681712842.0002556,45.42420171279394,11.948344737207186
1681712843.000256,45.42421435741969,11.948351858624783
1681712844.0002573,45.42422409238535,11.94836231748382
1681712845.0002587,45.424222046689934,11.948389195128572
1681712849.000263,45.42425122009524,11.948390619136331
1681712850.088938,45.42425791136942,11.948396072614436
1681712851.0002658,45.42426643801071,11.948399118329332
1681712852.0002668,45.424272284808595,11.948404978534684
1681712853.000268,45.42428600401773,11.948412616129747
1681712854.0002685,45.42429910841727,11.948421917169165
1681712855.0002704,45.424311435642544,11.948428386719344
1681712856.0002713,45.424318932553255,11.948434518528483
1681712857.000272,45.42431915986829,11.94843734140023
1681712858.0002742,45.42432490261393,11.948442013957395
1681712859.0002751,45.424331975680154,11.948448628365758
1681712860.000276,45.42434344779783,11.948455772857791
1681712861.000277,45.424350720394294,11.948457974388466
1681712862.0002785,45.42436115730028,11.94846442666095
1681712863.0002801,45.42436997475382,11.948471154277398
1681712864.0002813,45.424378358632524,11.948474295359102
1681712865.0002818,45.424387714480886,11.948477514777906
1681712866.000284,45.424394139729436,11.948477463577643
1681712867.000285,45.42440013770096,11.94847961565677
1681712868.000286,45.42440608468963,11.94848909332237
1681712869.0002866,45.42442066402504,11.948499486856026
1681712870.0002885,45.42442917353811,11.948507329459304
1681712871.0002894,45.424436583534636,11.948510408250112
1681712872.0002904,45.42443774211869,11.948514303243089
1681712873.0002923,45.42444765724512,11.9485251799062
1681712874.0002933,45.42445461015716,11.948533851139137
1681712875.0002947,45.42446014405414,11.948535782260317
1681712876.000296,45.42445594140684,11.948533566848793
1681712877.0002966,45.42445442590554,11.948530940707863
